	title	text	link
69	il-vico-della-famiglia-zuroli	Ascolta la narrazione dell’articolo I Zurolo, sono un’Antica e nobile famiglia napoletana, feudataria del Regno di Napoli, rinomata fin dal XIII secolo, che acquistò grande notorietà durante gli anni di regno di Giovanna I d’Angiò. le prime notizie storiche si attestano in Età bizantina nell’anno 977 con un Liodorus Piscicellus  che fu dapprima, valoroso milite delle schiere imperiali bizantine che in quel frangente difendevano le restanti province dell’Italia meridionale, poi generale bizantino nel Ducato di Napoli. Quest’antica casata aveva originaria dimora nel centro storico di Napoli, nell’antico quartiere Forcella, ove ancora oggi si può ammirare il palazzo di famiglia con portale (su Via dei Tribunali) in stile gotico, eretto tra il XIV e XV secolo, da cui prese nome il Vico, Vicoletto dei Zuroli, nei pressi della chiesa del Pio Monte della Misericordia.	https://napolineiparticolari.altervista.org/il-complesso-e-la-chiesa-di-santa-maria-a-materdei/
70	vico-s-maria-alla-purita-materdei-napoli	Ascolta la narrazione dell’articolo: Un vicolo costituito anche da una caratteristica scalinata e ubicato lungo calata Fontanelle tra Materdei e la Sanità, centro popolare di Napoli. “Santa Maria della Purità” è un titolo religioso che si riferisce alla Vergine Maria, celebrata per la sua purezza e santità.  Questa espressione è spesso utilizzata per indicare chiese, santuari o festività dedicate a Maria, sottolineando la sua virtù di essere madre di Gesù e il suo ruolo nel cristianesimo come simbolo di purezza e protezione. I nostri approfondimenti: Le nostre pubblicazioni su:	https://napolineiparticolari.altervista.org/il-vico-della-famiglia-zuroli/
71	il-vado-e-le-torri-brava-e-spinelli-al-carmine	Ascolta la narrazione dell’articolo; Le foto allegato fanno riferimento ai resti delle Torri Brava e Spinelli e del Vado oggi quasi semiabbandonati a un destino quasi dimenticato, trascurati e inglobati in un’area degradata. Questi monumenti, che un tempo rappresentavano la forza e l’identità difensiva di Napoli, ora giacciono invisibili agli occhi di molti, utilizzati semplicemente come spartitraffico. Gli automobilisti che vi passano accanto probabilmente non sanno nulla della loro storia né della loro importanza. La zona intorno a questi resti è occupata giorno e notte da barboni ed extracomunitari, segno di un’emarginazione che si riflette nello stesso degrado delle strutture storiche. È doloroso pensare che un luogo così carico di storia e significato per la città di Napoli sia stato abbandonato alla sua sorte, lasciando che questi frammenti del passato, un tempo fieri difensori della città, siano diventati testimoni silenziosi di un presente caotico e disinteressato. Quelle stesse torri e mura, che raccontano secoli di resistenza, battaglie e trasformazioni urbane, oggi sembrano solo un dettaglio sfocato nel panorama cittadino. Un’occasione mancata, forse, per riqualificare un’area che potrebbe tornare a essere un luogo di memoria, educazione e bellezza. L’indifferenza verso questi pezzi di storia tradisce la complessità della città moderna, dove il passato convive con il presente in un equilibrio precario, rischiando spesso di essere dimenticato. Ogni giorno, migliaia di persone passano accanto a questi monumenti senza rendersi conto del valore inestimabile che rappresentano. Sono diventati semplicemente un ostacolo fisico in mezzo a un incrocio, ignorati da chi, magari, non immagina che quelle pietre hanno visto secoli di storia.	https://napolineiparticolari.altervista.org/vico-s-maria-alla-purita-materdei-napoli/
72	19-settembre-2024-il-miracolo-di-san-gennaro	Ascolta la narrazione: Tre volte l’anno, in date ufficiali e solenni, San Gennaro rinnova il suo legame con Napoli, e il suo sangue viene esposto di fronte a migliaia di cittadini e fedeli.  Ogni volta si spera che si sciolga. Il miracolo avviene il sabato precedente la prima domenica di maggio, il diciannove settembre e il sedici dicembre. In queste occasioni, i napoletani accorrono nella Cappella del Tesoro e nel Duomo per assistere alla liquefazione del sangue. L’atmosfera è densa di aspettativa. In prima fila ci sono le “parenti”, donne del popolo, per lo più anziane, che intonano canti e invocazioni.  Queste donne sono considerate discendenti di Eusebia, la nutrice che avrebbe raccolto il sangue del Santo dopo la decapitazione.  Le “parenti”, profondamente legate al Santo, lo chiamano “faccia ‘ngialluta” per il colore dorato del suo busto e, se il miracolo tarda a compiersi, non esitano a rimproverarlo affettuosamente. San Gennaro è profondamente radicato nella cultura napoletana.  È invocato come protettore in ogni circostanza, dalle calamità naturali alle difficoltà personali.  “San Gennaro, pensaci tu!” è una frase che si ripete spesso, espressione di fiducia nel Santo. Celebri sono le invocazioni di Nino Manfredi nel film Operazione San Gennaro o quelle di Massimo Troisi, che nel suo celebre sketch dice: “San Gennaro, tu mi conosci, se mi potessi fare la grazia…”. Il culto del Santo è antichissimo. San Gennaro, vescovo di Benevento, venne martirizzato sotto l’impero di Diocleziano il diciannove settembre del trecentocinque.  Fu decapitato insieme ai suoi compagni, tra cui Festo, Desiderio e Procolo, per aver visitato in prigione il diacono Sosso, anch’egli incarcerato. Dopo la decapitazione, il sangue del Santo fu raccolto in due ampolle da una donna chiamata Eusebia. Nel corso dei secoli, il culto di San Gennaro si è rafforzato, diventando centrale nella fede dei napoletani. La sua figura ha progressivamente sostituito quella di Sant’Agrippino, fino a farne il patrono principale della città.  Durante le eruzioni del Vesuvio del quattrocentosettantadue e del cinquecentododici, i napoletani si rifugiarono presso la tomba del Santo per invocare il suo aiuto.  Nel milleseicentotrentuno, la lava del Vesuvio si fermò miracolosamente dopo le preghiere rivolte al Santo.  Da allora, ogni sedici dicembre si celebra il “patrocinio di San Gennaro”, in ricordo di quell’evento. Le reliquie del Santo furono trasportate a Napoli da Pozzuoli, e conservate nel Duomo.  Il busto d’argento, che contiene il cranio di San Gennaro, fu donato da Carlo II d’Angiò nel tredici zero cinque.  Le ampolle con il sangue sono custodite in una teca preziosa, fatta realizzare da Roberto d’Angiò, in un periodo imprecisato tra il 1309 e il 1343.  La teca attuale risale al diciassettesimo secolo: le due ampolle, una più grande e una più piccola, sono racchiuse tra due vetri circolari.  Il miracolo della liquefazione avviene solo nell’ampolla più grande, che contiene circa il sessanta percento di sangue. Il primo miracolo della liquefazione avviene il sabato precedente la prima domenica di maggio. In quella occasione, il busto e le ampolle vengono portati in processione, insieme ai busti dei santi compatroni di Napoli, dal Duomo alla Basilica di Santa Chiara.  La processione rievoca la prima traslazione delle reliquie del Santo da Pozzuoli a Napoli. Dopo le preghiere, avviene il miracolo del sangue che si scioglie. Il secondo miracolo, il più conosciuto, avviene il diciannove settembre, anniversario del martirio. In quel giorno, nel Duomo di Napoli, alla presenza del cardinale, delle autorità civili e dei fedeli, dopo ripetute preghiere, il sangue del Santo si scioglie, tra la gioia e la devozione generale. L’ampolla, una volta liquefatto il sangue, viene mostrata ai fedeli e resta esposta per otto giorni. Al termine dell’ottava, la teca viene riposta e chiusa a chiave. Il terzo miracolo avviene il sedici dicembre, giorno del “patrocinio di San Gennaro”, in ricordo della miracolosa protezione del Santo durante l’eruzione del Vesuvio del 1631. Sebbene il miracolo non sia sempre avvenuto puntualmente, la fede dei napoletani è incrollabile.  Nei secoli, sono state registrate anche occasioni in cui il sangue non si è sciolto, o si è liquefatto con ore o giorni di ritardo, o addirittura è stato trovato già sciolto al momento dell’apertura della teca. Il sangue dei martiri, come San Gennaro, ha una valenza speciale nella tradizione cristiana. Tertulliano, teologo del terzo secolo, affermava che “Il sangue dei martiri è seme di nuovi cristiani”.  La liquefazione del sangue di San Gennaro è vista come un segno vivificante che rinnova la fede. Oggi, il tesoro di San Gennaro, frutto di donazioni di sovrani e nobili, è custodito in un caveau di una banca, sotto la sorveglianza della Deputazione del Tesoro di San Gennaro.  Questa istituzione, composta da nobili napoletani e presieduta dal sindaco della città, ha la responsabilità di custodire le chiavi della nicchia in cui sono conservate le reliquie del Santo. Ogni anno, durante le celebrazioni di San Gennaro, l’olio per la lampada votiva che arde davanti al Santo viene offerto da diverse comunità.  La celebrazione prevede una processione solenne, accompagnata dalla fanfara dei Carabinieri, e culmina con l’accensione della lampada votiva nella cripta, davanti alle reliquie di San Gennaro. San Gennaro, Patrono di Napoli e della Campania, continua a essere una figura amata e venerata. Il suo culto unisce fede, tradizione e speranza.	https://napolineiparticolari.altervista.org/il-vado-e-le-torri-brava-e-spinelli-al-carmine/
73	le-13-rampe-di-santantonio-a-posillipo	Ascolta la narrazione: Musica di sottofondo, clicca sulla freccetta se vuoi ascoltarla: Le Tredici Rampe di Sant’Antonio: Un Viaggio nella Storia di Napoli Napoli, una città dalle mille sfaccettature, si svela attraverso i suoi angoli nascosti, luoghi che emergono dal tessuto urbano come sentieri segreti, capaci di raccontare una storia che risale a secoli fa.  Tra questi luoghi, le 13 rampe di Sant’Antonio a Posillipo offrono non solo una scorciatoia che unisce quartieri lontani, ma un viaggio attraverso il tempo, le emozioni e i panorami mozzafiato di una Napoli che sembra fuori dal tempo. Sin dall’inizio, le rampe hanno incarnato il connubio perfetto tra il sacro e il quotidiano, tra la fede e la bellezza naturale.  Il viceregno spagnolo del XVII secolo segna l’inizio della loro realizzazione. È il 1643 quando il viceré Ramiro de Guzmán, duca di Medina de las Torres, decide di rendere il percorso verso la chiesa di Sant’Antonio più agevole per i pellegrini.  La costruzione delle rampe si inserisce in un contesto di grande difficoltà per Napoli: la città è flagellata da catastrofi naturali come l’eruzione del Vesuvio del 1638 e vari terremoti, oltre che da epidemie che ne decimano la popolazione.  Eppure, proprio in mezzo a queste difficoltà, si sviluppa una delle opere che più a lungo segneranno l’immaginario partenopeo. Le rampe, con il loro sviluppo sinuoso e le curve a gomito, rappresentano una vera via Crucis per chi le percorre.  Il loro scopo originario era pratico: consentire l’accesso alla chiesa di Sant’Antonio, che all’epoca era già diventata un importante luogo di pellegrinaggio.  La chiesa stessa, fondata nel 1642, era inizialmente un piccolo edificio religioso con un convento annesso, che svolgeva anche la funzione di sanatorio.  La zona di Posillipo, allora coperta di vegetazione lussureggiante e abitata da villaggi rurali, era distante dal frenetico centro cittadino, offrendo un rifugio di pace e silenzio.  I contadini della zona vivevano dei frutti della terra, mentre scambiavano pesce con i pescatori di Mergellina, in un’economia semplice e solidale. Le rampe, oltre a servire un obiettivo religioso, venivano utilizzate anche come arterie di collegamento tra i villaggi e la costa.  Col tempo, la loro funzione si espanse, ma il significato spirituale rimase intatto.  Il belvedere di Posillipo, alla sommità delle tredici scese, si apriva al mondo offrendo un panorama che aveva il potere di riconciliare l’anima: il Vesuvio, silente e imponente, si ergeva contro il cielo azzurro, mentre il golfo di Napoli si estendeva fino all’orizzonte, disegnando con le sue luci e ombre un quadro naturale che sembrava creato da un artista divino. Il Fascino del Pellegrinaggio Percorrere le tredici rampe non è mai stato facile.  Gli stretti tornanti, le ripide discese e le curve vertiginose mettevano alla prova anche i camminatori più esperti, ma chi riusciva a superarle veniva premiato con una vista mozzafiato sulla città.  Napoli si svelava da lì in una veste unica, con il Castel Sant’Elmo che troneggiava in lontananza, illuminato dai giochi di luce del sole al tramonto, e con Mergellina che si estendeva ai piedi della collina.  Ogni passo lungo le rampe era un invito a riflettere, a sentirsi parte di una tradizione secolare fatta di fede, fatica e contemplazione. I pellegrini che le percorrevano verso la chiesa di Sant’Antonio non cercavano solo un’esperienza religiosa, ma anche un legame con il territorio, con la sua storia.  Le tredici rampe diventavano un cammino di redenzione, una via Crucis simbolica che culminava nella quiete del santuario e nella bellezza del panorama.  La lapide in latino, posta sulla prima rampa, ancora oggi ricorda l’impresa voluta dal duca di Medina, perpetuando la memoria di un’epoca lontana, in cui la città si stringeva attorno alla sua fede e alla sua capacità di risollevarsi dalle avversità. Il Romanticismo delle Rampe Ma le tredici rampe non sono soltanto un simbolo di devozione e fatica.  Con il passare dei secoli, questo percorso ha acquisito un’aura romantica. La sua tranquillità, la vegetazione che lo circonda e la scarsità di traffico ne hanno fatto un luogo ideale per chi cercava un angolo di pace nella frenesia cittadina.  Molti napoletani ricordano ancora come, tra quelle stradine tortuose, nascessero amori, si scambiassero promesse e si custodissero segreti.  È facile immaginare giovani coppie che, al calar della sera, salivano fino alla terrazza di Posillipo per ammirare insieme lo spettacolo del tramonto, con il golfo di Napoli che si colorava di rosa e arancio, mentre il Vesuvio si stagliava contro il cielo come un guardiano silenzioso. Anche la cultura popolare napoletana ha reso omaggio a queste rampe. Utilizzate come sfondo per film, spot pubblicitari e serie televisive, le tredici discese sono diventate un simbolo visivo riconoscibile, una “cartolina vivente” della città.  Tuttavia, nonostante la loro crescente notorietà, sono rimaste un luogo intimo, conosciuto e amato soprattutto dai napoletani. Le Tredici Rampe Oggi Oggi, le tredici rampe di Sant’Antonio continuano a esercitare il loro fascino su chi le percorre. Seppur meno frequentate rispetto al passato, esse rappresentano un viaggio nel tempo, una connessione tangibile con la storia antica della città. Il silenzio che avvolge questi tornanti sembra sospendere il tempo, in netto contrasto con il caos della vita moderna che si agita ai piedi della collina. I turisti, pur apprezzando il panorama, spesso non conoscono la storia che si cela dietro ogni curva.  Eppure, le tredici scese conservano ancora oggi la loro essenza di luogo di riflessione, un punto d’incontro tra l’uomo e la natura, tra la città e il sacro.  Le rampe sono ancora lì, a testimoniare che, nonostante le trasformazioni di Napoli, esiste un’anima profonda e immortale che sopravvive alle epoche, alle catastrofi, e alla modernità. Così, chi si avventura su quelle discese lo fa non solo per raggiungere la sommità di Posillipo o per scattare una foto ricordo.  Lo fa per vivere un’esperienza che unisce la fatica fisica al piacere della contemplazione, per sentirsi parte di una storia secolare che continua a pulsare, silenziosa e potente, sotto il cielo di Napoli.	https://napolineiparticolari.altervista.org/19-settembre-2024-il-miracolo-di-san-gennaro/
74	via-s-maria-vertecoeli	Il toponimo “Santa Maria Vertecoeli” potrebbe indicare una chiesa o un luogo di culto dedicato alla Vergine Maria, con un riferimento particolare alla sua protezione o alla sua connessione con i cieli o con l’universo celeste. “Santa Maria” fa riferimento chiaramente alla Madonna, quindi alla Vergine Maria, figura sacra del Cristianesimo. “Vertecoeli” (da vertere caelum, “girare” o “rivoltare il cielo”) può essere interpretato in senso simbolico come “Colei che ha il potere di rivolgere il cielo” o “Regina del cielo”. Questo titolo enfatizzerebbe l’idea di Maria come intercessora e sovrana celeste, colei che può influenzare o “rivoltare” i cieli in favore degli uomini, un’espressione di potere e protezione divina. In un contesto medievale o religioso, quindi, “Santa Maria Vertecoeli” potrebbe essere una dedicazione a Maria come figura che ha un’influenza particolare sul cielo o sulle forze celesti, sottolineando il suo ruolo di intercessora tra Dio e l’umanità.	https://napolineiparticolari.altervista.org/le-13-rampe-di-santantonio-a-posillipo/
75	via-santalfonso-de-liguori	Ascolta la narrazione dell’articolo: VIA SANT’ALFONSO DE LIGUORI Le due immagini di via Sant’Alfonso Maria de’ Liguori a Napoli raccontano una storia di trasformazione. Il tempo ha modificato non solo lo scenario, ma anche la vita che animava questa strada, proiettandoci in epoche così lontane eppure, in qualche modo, connesse. Nell’immagine in bianco e nero, ci ritroviamo immersi nel cuore pulsante di un mercato agricolo. La strada brulica di vita, i contadini del nord della provincia arrivano con i loro carri carichi di frutta, ortaggi e altre delizie della terra. Gli uomini, con abiti semplici e logori, probabilmente di tela o cotone, espongono con orgoglio il frutto del loro lavoro. Li vediamo intenti a contrattare, le mani callose per il duro lavoro nei campi, i volti scavati dal sole e dal vento. La loro presenza racconta una vita di fatica, di stretto contatto con la terra, dove ogni giornata è scandita dal lavoro nei campi e dalle lunghe ore passate sotto il sole. Tra loro, spiccano figure diverse, più eleganti, forse piccoli commercianti o mediatori. Indossano giacche e cravatte, si muovono tra le bancarelle con aria sicura, osservano, trattano, cercando il miglior affare. Vicino a loro, i bambini corrono tra i piedi degli adulti, curiosi e affascinati dal caos che li circonda. Il mercato è un luogo di scambio non solo economico, ma anche sociale: le persone si incontrano, parlano, condividono storie di vita, mentre i cavalli tirano carretti stracolmi e il rumore degli zoccoli si mescola alle voci e al trambusto delle contrattazioni. In fondo alla strada, imponente e maestoso, si erge l’Albergo dei Poveri. La sua presenza è silenziosa, ma potente, quasi a ricordare il legame profondo che la città di Napoli ha sempre avuto con chi viveva ai margini della società. Questa struttura, che accoglieva i più poveri, sembra osservare dall’alto il brulicare di vita sotto di sé, testimone di una società ancora radicata nel lavoro agricolo e nella fatica quotidiana. Ma tutto questo non c’è più nella seconda immagine, quella a colori. Oggi, via Sant’Alfonso Maria de’ Liguori appare immobile, quasi congelata nel tempo. Le auto parcheggiate lungo il marciapiede sembrano prive di vita. La strada, un tempo piena di mercanti e acquirenti, è ora silenziosa, le persone sembrano nascoste dietro i finestrini delle auto o all’interno degli edifici moderni che opprimono lo spazio. L’Albergo dei Poveri è ancora lì, ma la sua presenza sembra distante, quasi aliena in questo contesto di modernità. La modernità ha trasformato la strada, ma ha anche cancellato quel senso di comunità, di condivisione che caratterizzava la vita quotidiana del mercato. Una strada che sembra essere diventata solo un luogo di passaggio, priva dell’umanità che un tempo la animava. È difficile credere, oggi, che quella stessa strada, meno di un secolo fa, fosse il cuore pulsante di un enorme mercato agricolo, dove si riversavano contadini e acquirenti da ogni parte della provincia. Arrivano con i carri o utilizzando i tram, che allora stazionavano nelle vicinanze, e riempivano ogni angolo della via con ceste di prodotti freschi. Dalle ceste vuote ammucchiate ai bordi della strada, sembra che gli affari andassero bene, e il mercato era sicuramente un importante punto di riferimento per la comunità. Nel corso degli anni, via Sant’Alfonso Maria de’ Liguori ha conosciuto altre trasformazioni. Negli anni ’60 la strada ospitava la Lavanderia Papoff, una grande azienda che contava centinaia di operai e impiegati, anche questa realtà è svanita con il tempo, lasciando spazio a una strada che oggi è molto diversa da quella vivace e popolata di un tempo. E poi c’è il nome della strada, un omaggio a Sant’Alfonso Maria de’ Liguori, nato a Napoli nel 1696. Era un uomo di profonda fede, che dopo una carriera nell’avvocatura decise di dedicarsi completamente al Signore, servendo le comunità più povere di Napoli e fondando la Congregazione del SS. Salvatore. Anche lui, in un certo senso, rappresenta un legame tra passato e presente, una figura che ha vissuto per aiutare i più bisognosi, proprio come l’Albergo dei Poveri, che veglia silenzioso su questa strada e sulle sue trasformazioni. Così, le due immagini ci parlano di cambiamenti, di una Napoli che si è evoluta, ma che ha anche perso qualcosa per strada: quel legame umano che un tempo animava ogni angolo della città.	https://napolineiparticolari.altervista.org/via-s-maria-vertecoeli/
76	la-storia-a-strati-del-duomo-di-napoli-2	Ascolta la narrazione: Nell’era della Neapolis greco/romana, via Duomo non esisteva ancora e, probabilmente, tutta la zona era ancora terreno agricolo subito fuori le mura. La più antica costruzione in loco di cui si conosca l’esistenza con tanto di ritrovamenti archeologici, è una ” Domus”. La domus era un tipo di abitazione, privata di proprietà delle ricche famiglie patrizie romane, situata al di fuori delle mura delle città, solitamente in campagna, e dotata di ambienti appositi per i lavori agricoli, sul tipo delle case padronali del secolo scorso. In pratica una vasta costruzione con cortili interni ed esterni che spaziava, libera da vincoli urbani, dalle mura ad andare verso l’odierna porta Capuana. Ma il destino della “via Duomo” come “polo religioso” della futura città di Napoli, era ormai segnato. Esiste una leggenda secondo la quale, ad indicare la strada ai primi greci che colonizzarono Cuma, fu il volo di una colomba bianca inviata dal dio Apollo che fece cosi conoscere loro la via dell’occidente secondo il naturale corso del sole ed è quindi logico pensare che il suo culto sia stato introdotto a Cuma durante la colonizzazione greca. E cosi che da Cuma, i templi dedicati al dio del sole, si moltiplicarono e oggi se ne hanno traccia anche a Puteoli, a Pompei e a Neapolis, dove i suoi resti sono stati trovati sovrapposti alla Domus di cui si raccontava prima e presenti fino al IV secolo d.c., dando già alla zona una aurea religiosa. Dopo alcuni secoli, quando il culto di Apollo cominciò ad offuscarsi, ai resti del tempio pagano fu ancora sovrapposta la costruzione della Basilica di Santa Restituta, la più antica basilica napoletana, e la sua fondazione, nel IV secolo d.c., è da attribuire all’imperatore Costantino. Ma in pochi sanno che nello stesso luogo alla basilica di Santa Restituta dopo un po di tempo fu affiancata quella di Santa Stefania. Di entrambi i complessi paleocristiani, oggi si conserva relativamente poco, ma mentre possiamo ancora godere di alcuni ambienti interni di Santa Restituta, il complesso di Santa Stefania, voluta dal vescovo Stefano, è andato completamente distrutto. La costruzione di quella che sarà la chiesa madre di Napoli dedicata all’Assunta, voluta da re Carlo II di Napoli e completata sotto il regno di Roberto d’Angiò nel 1313, si sovrappose, ancora una volta, alle costruzioni pre-esistenti, formando una sorta di stratificazione della storia religiosa a Napoli, inglobando completamente la chiesa di Santa Restituta, e salvandone solo alcuni particolari interni. Il suo primo ingresso fu da piazza Riario Sforza, in via Tribunali, e si racconta che nel mezzo della piazza vi era una grande scultura in bronzo di un cavallo che si diceva forgiata da Virgilio, e da lui rivestita di stregoneria in quanto si credeva avesse il potete di guarire tutti i cavalli malati che vi girassero attorno. Ma il Cardinale Filomarino, mal sopportava queste credenze e nel 1322 la fece fondere per costruire le campane della futura cattedrale. Tra il 1497 e il 1508 fu realizzata, come cripta, la cappella del Succorpo, ed in seguito al voto fatto dai partenopei al santo Gennaro a ringraziamento per gli scampati pericoli del colera, della guerra franco-spagnola e dell’eruzione del Vesuvio, si innalzò, in segno di sua devozione, di fronte alla basilica di Santa Restituta, la reale cappella del Tesoro dove fino al 1980 avveniva il miracolo della liquefazione del sangue. Con l’allargamento di via Duomo nel 1868 si costruì un porticato simmetrico ad angolo sui due lati del largo prospiciente la facciata, attualmente visibili. Nel 1876 venne bandito un concorso per la sua facciata e i lavori del nuovo prospetto in stile neogotico, iniziati nel 1877, si conclusero nel 1905. Sull’altare maggiore vi è il busto di san Gennaro, attorniata dai busti dei 51 santi compatroni di Napoli, che protegge le due teche in cui sono custoditi il suo cranio e il suo sangue. Dalla terza cappella della navata sinistra si accede, infine, ai resti della basilica di Santa Restituta. Forse tra qualche secolo, sulle sue rovine, verrà sovrapposta una Moschea o un Minareto, e la storia tornerà a ripetersi…. Elenco pagini:	https://napolineiparticolari.altervista.org/via-santalfonso-de-liguori/
77	la-torre-aragonese-santanna	Ascolta la narrazione: La Torre Aragonese di Sant’Anna si erge ancora maestosa su via Rosaroll nel pieno centro popolare di Napoli, un tratto di strada che per varie caratteristiche architettoniche dimostra la stratificazione della storia urbana. Qui era il muro di confine della citta che si estendeva a destra della foto, sulla sinistra si sviluppavano strade extra cittadine rivolte verso est, la via principale portava a Capua attraverso il borgo di sant’Antonio. La torre, costruita nel XV secolo come parte del sistema difensivo voluto dagli Aragonesi, anche se ormai “affogata” da recenti costruzioni, domina il paesaggio circostante, integrandosi in modo quasi organico con gli edifici residenziali adiacenti. Le sue possenti mura in pietra scura contrastano con le facciate degli edifici vicini, più vivaci e segnate dall’usura del tempo, con tinte sbiadite dal sole e dall’umidità. L’atmosfera della scena è quella tipica di un quartiere popolare napoletano: balconi con piante e panni stesi ad asciugare, dettagli che parlano della quotidianità vissuta in questi spazi urbani. Le auto parcheggiate lungo la strada e l’autobus in fondo richiamano la vivacità e il traffico dell’area cittadina in oggetto. Nonostante l’inserimento di questi elementi moderni, la torre si impone come una presenza silenziosa ma solenne, le condizioni luminose della giornata, con un cielo limpido e azzurro, mettono in risalto i dettagli della pietra, esaltando l’armonia tra il passato e il presente in questo angolo di Napoli.	https://napolineiparticolari.altervista.org/la-storia-a-strati-del-duomo-di-napoli-2/
78	il-marinaretto-di-mergellina	Ascolta la narrazione: A Mergellina c’è un piccolo angolo nascosto che custodisce una storia antica, fatta di mare, partenze e ritorni. In Largo Barbaja sorge una piccola fontana monumentale che, da più di un secolo, osserva silenziosa la vita che le scorre intorno. Al centro della fontana, la cui vasca ottagonale di marmo riflette la luce del sole, si erge la figura di un giovane pescatore, scolpito nel bronzo. È un ragazzo, uno di quei ragazzi che da sempre hanno vissuto il mare come compagno di giochi e di fatica. È seduto su una tavoletta, poggiata su un tronco di legno, con uno scoglio che spunta appena sotto di lui. Nelle sue mani tiene una nassa, un attrezzo che da generazioni i pescatori usano per catturare i frutti del mare, e accanto a lui, quasi a ricordargli il senso del suo lavoro, un pesce si contorce nella sua ultima danza. Originariamente erano due i pesci che affollavano quella scena, ma uno, nel tempo, è scomparso, rubato da mani ignote, quasi come se il mare stesso se lo fosse ripreso. La statua, conosciuta affettuosamente come il “Marinaretto”, è opera di Vincenzo Gemito, scultore napoletano di straordinario talento. Era l’inizio del Novecento quando Gemito decise di immortalare quel giovane pescatore, rendendolo simbolo non solo di una professione, ma di un’intera città che vive del respiro del mare. Il Marinaretto, con il suo sguardo che sembra perso verso l’orizzonte, rappresenta più di una semplice scultura: è la nostalgia di chi parte, la speranza di chi torna, l’attesa di chi resta. Quel silenzioso ragazzo pare rivolgersi al mare ricordando mille storie di marinai, di pescatori, di emigranti, di uomini e donne che hanno lasciato la loro casa per cercare fortuna altrove. E ogni volta che il vento sussurra tra i rami degli alberi o il sole colora d’oro le onde del mare, sembra che la statua del Marinaretto prenda vita, raccontando ancora una volta la sua storia di speranza, fatica e sogni. E così, mentre il tempo scorre e le stagioni cambiano, la fontana del Marinaretto continua a restare lì, testimone silenziosa di una città che non ha mai smesso di guardare il mare, con il cuore in bilico tra la terra e le onde.	https://napolineiparticolari.altervista.org/la-torre-aragonese-santanna/
